PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"25043708","Mother and father socially desirable responding in nine countries: Two kinds of agreement and relations to parenting self-reports","Bornstein MH, Putnick DL, Lansford JE, Pastorelli C, Skinner AT, Sorbring E, Tapanya S, Uribe Tirado LM, Zelli A, Alampay LP, Al-Hassan SM, Bacchini D, Bombi AS, Chang L, Deater-Deckard K, Di Giunta L, Dodge KA, Malone PS, Oburu P.","Int J Psychol. 2015 Jun;50(3):174-85. doi: 10.1002/ijop.12084. Epub 2014 Jul 16.","Bornstein MH","Int J Psychol","2015","2014/07/22","PMC4297254","NIHMS605433","10.1002/ijop.12084"
