position,title,result_id,publication_info,link,Authors,Year,google_scholar_url,page_number,keyword
11,An Appraisal Model of Criminal Decision Making,7R6qo2V_KMIJ,AC Murmann - 2021 - bonndoc.ulb.uni-bonn.de,https://bonndoc.ulb.uni-bonn.de/xmlui/handle/20.500.11811/8929,AC Murmann,2021,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",35,social desirability
12,The Grey Areas of Romance: A Measure of Presumptuous Romantic Intentions,U4BYJRkNcroJ,"TJ Valshtein, PM Gollwitzer, G Oettingen - 2022 - psyarxiv.com",https://psyarxiv.com/8p3sz,"TJ Valshtein, PM Gollwitzer, G Oettingen",2022,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",35,social desirability
13,"The effect of Facebook use, self-discipline and parenting styles on the academic achievement of high school and university students",9RU_U71e_MYJ,M Cepe - 2014 - ir.canterbury.ac.nz,http://ir.canterbury.ac.nz/handle/10092/9667,M Cepe,2014,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",35,social desirability
14,Willingness to Express Gratitude: The Role of Self-Regulation and Self Focus,ojNMnxSe3n4J,SD O'Keefe - 2017 - search.proquest.com,https://search.proquest.com/openview/1d553080f1f67d16933830a9b9823a19/1?pq-origsite=gscholar&cbl=18750,SD O'Keefe,2017,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",35,social desirability
15,"The role of self-esteem, optimism, deliberative thinking and self-control in shaping the financial behavior and financial well-being of young adults",eGaONxnFbkwJ,"F Hashmi, H Aftab, JM Martins, M Nuno Mata… - Plos one, 2021 - journals.plos.org",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0256649,"F Hashmi, H Aftab, JM Martins, M Nuno Mata…",2021,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",35,social desirability
16,Boredom and Motivation: From Anxious Uncertainty and Low Approach Motivation to Low Self-Control,lPRr642uIxYJ,E Britton - 2018 - uwspace.uwaterloo.ca,https://uwspace.uwaterloo.ca/handle/10012/13680,E Britton,2018,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",35,social desirability
17,"Is school-based financial education effective? short and long-term impacts on students, parents, and teachers",2Dq7v6HebV0J,V Frisancho - 2020 - researchgate.net,https://www.researchgate.net/profile/Veronica-Frisancho/publication/335070506_The_impact_of_financial_education_for_youth/links/5f7adda8a6fdcc00865738e2/The-impact-of-financial-education-for-youth.pdf,V Frisancho,2020,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",35,social desirability
18,The Role of Self-regulation in Adult Attachment Related Processes,3UhasF9fc0cJ,A Lessard - 2015 - wagner.radford.edu,http://wagner.radford.edu/233/,A Lessard,2015,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",35,social desirability
19,Understanding problematic use of massively multiplayer online games: instrument development and theoretical model testing,se5cg1r280cJ,WY Lee - 2015 - scholars.hkbu.edu.hk,https://scholars.hkbu.edu.hk/files/55061425/OA-0186.pdf,WY Lee,2015,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",35,social desirability
0,Domain specificity in self-control,3IoB_Vju7W4J,"AL Duckworth, E Tsukayama - Character: New directions from …, 2015 - books.google.com",https://books.google.com/books?hl=en&lr=&id=jR2DCgAAQBAJ&oi=fnd&pg=PT429&dq=%22social+desirability%22&ots=55Te4whwfR&sig=TNfGsmja-qA-S0WIk2SqEPCKChw,"AL Duckworth, E Tsukayama",2015,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",36,social desirability
1,"On the Relationship Between Conscious and Unconscious Death Reminders, Self-esteem, and Self-control",wE5wvOcOWbIJ,EH Faucher - 2014 - era.library.ualberta.ca,https://era.library.ualberta.ca/items/9c9cc6e7-9e41-4e73-9442-31bcfd82e704,EH Faucher,2014,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",36,social desirability
2,Meat disgust is negatively associated with meat intake–Evidence from a cross-sectional and longitudinal study,FJQXKZJpiUkJ,"E Becker, NS Lawrence - Appetite, 2021 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0195666321002063,"E Becker, NS Lawrence",2021,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",36,social desirability
3,"Enkel impressie of ook werkelijkheid: Exploratief onderzoek naar de relatie tussen procedurele kennis, impressiemanagement en gewenst gedrag bij studenten …",rE_eOVeEUpUJ,L Dirks - libstore.ugent.be,https://libstore.ugent.be/fulltxt/RUG01/002/165/987/RUG01-002165987_2014_0001_AC.pdf,L Dirks,,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",36,social desirability
4,Values and their relationship to pro-environmental engagement: A comprehensive and systematic investigation,TqQP7s2JWnoJ,PK da Costa Diniz - 2016 - researcharchive.vuw.ac.nz,http://researcharchive.vuw.ac.nz/handle/10063/5133,PK da Costa Diniz,2016,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",36,social desirability
5,The final publication is available at link. springer. com,IgaFLhpL_t0J,JC Veilleux - wordpressua.uark.edu,https://wordpressua.uark.edu/jcveille/files/2018/08/Self-Regulation-in-Daily-Life-ACCEPTED-21q082j.pdf,JC Veilleux,,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",36,social desirability
6,Ethical decision making in organizations: A self-regulation approach,zQLqsco7zWgJ,A Joosten - 2016 - biblio.ugent.be,https://biblio.ugent.be/publication/8071804/file/8071857,A Joosten,2016,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",36,social desirability
7,"Relational focus: Defining the types, how to measure it, and why it matters",l1iLk0zlG-4J,EL Williams - 2009 - search.proquest.com,https://search.proquest.com/openview/ef817ab541bb0544d6eba46a1ccbdeb8/1?pq-origsite=gscholar&cbl=18750,EL Williams,2009,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",36,social desirability
8,Cognitive processes in social and moral decision making,2QaIb9e5U30J,RM Rahal - 2018 - scholarlypublications …,https://scholarlypublications.universiteitleiden.nl/handle/1887/66826,RM Rahal,2018,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",36,social desirability
9,A self-control training app to increase self-control and reduce aggression–A full factorial design,JTSd5f77iPkJ,"H Kip, MC Da Silva, YHA Bouman… - Internet …, 2021 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2214782921000324,"H Kip, MC Da Silva, YHA Bouman…",2021,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",36,social desirability
10,"Düşük sosyo-ekonomik düzeydeki ergenlerde olumsuz yaşam olayları, özdenetim becerisi ve problem davranışlar",qPUs9revPh8J,"GT Metin, M Harma, G Gökçay… - Türk Psikoloji …, 2017 - academia.edu",https://www.academia.edu/download/55993515/Tercanli_Harma_Gokcay_Saydam_2017.pdf,"GT Metin, M Harma, G Gökçay…",2017,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",36,social desirability
11,"The relationship between problematic video gaming, problematic Facebook use, and self-control dimensions among female and male gamers",FzisLUgFgGEJ,"A Cudo, T Misiuro, MD Griffiths… - Advances in Cognitive …, 2020 - ncbi.nlm.nih.gov",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7644983/,"A Cudo, T Misiuro, MD Griffiths…",2020,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",36,social desirability
12,Emotional intelligence in everyday life,AzwRF8s5UiwJ,JH Beck - 2013 - taylorfrancis.com,https://www.taylorfrancis.com/books/mono/10.4324/9780203943397/emotional-intelligence-everyday-life-john-beck,JH Beck,2013,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",36,social desirability
13,Predicting Romantic Interest during Early Relationship Development: A Preregistered Investigation using Machine Learning,Ykg-nBnIHRQJ,"P Eastwick, S Joel, DC Molden, E Finkel, K Carswell - 2021 - osf.io",https://osf.io/preprints/sh7ja/,"P Eastwick, S Joel, DC Molden, E Finkel, K Carswell",2021,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",36,social desirability
14,Abordajes conceptuales y metodológicos en el estudio de la autorregulación: una revisión en las ciencias del desarrollo,p_EZSTgeO1gJ,"JI Nachon, MS Segretin, SJ Lipina - Revista Argentina de …, 2020 - dialnet.unirioja.es",https://dialnet.unirioja.es/servlet/articulo?codigo=7846797,"JI Nachon, MS Segretin, SJ Lipina",2020,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",36,social desirability
15,"Master thesis submitted to obtain the degree of Master of Science in Economics and Business, with a specialisation in Behavioural Economics",dR0m1KWbtjsJ,M Hainguerlot - thesis.eur.nl,https://thesis.eur.nl/pub/52498/Final_Version_Nora_Sarah_Krier.pdf,M Hainguerlot,,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",36,social desirability
16,Does the pain of rejection promote the pleasure of revenge? A neural investigation of cingulo-striatal contributions to violence,_qQi4laC0FkJ,DS Chester - 2016 - search.proquest.com,https://search.proquest.com/openview/9dc5bb0d33f4b5c0676866843acd203e/1?pq-origsite=gscholar&cbl=18750,DS Chester,2016,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",36,social desirability
17,When Envy Breeds Desire: Consequences of Uncontrolled Comparisons with Better-Off Others,CPK0xeIG8pAJ,J Crusius - 2009 - kups.ub.uni-koeln.de,https://kups.ub.uni-koeln.de/2945/,J Crusius,2009,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",36,social desirability
18,خودکنترلی، سبک‌های تصمیم‌گیری و گزارش اخلاقی تخلفات بانکی‎,knzweFYWl_gJ,"مومن‌پور طیولا, محمد, بیات, محمدی - فصلنامه اخلاق در علوم و فناوری, 2021‎ - ethicsjournal.ir",http://ethicsjournal.ir/browse.php?a_id=2286&sid=1&slc_lang=fa,"مومن‌پور طیولا, محمد, بیات, محمدی",,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",36,social desirability
19,The relationship between creative potential and self-regulation among high achieving young adults with the moderating effects of parenting styles,y5Jhda969uUJ,N Heo - 2014 - search.proquest.com,https://search.proquest.com/openview/c3e911110073b3260978c2c324206cb8/1?pq-origsite=gscholar&cbl=18750,N Heo,2014,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",36,social desirability
0,Valentina Clergue (University of Lausanne),jRXmjQGhVd4J,"S Czellar, DE Sprott - THREE ESSAYS ON THE EFFECTS OF DIVINE … - serval.unil.ch",https://serval.unil.ch/resource/serval:BIB_8F41998C98F7.P001/REF#page=142,"S Czellar, DE Sprott",,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",37,social desirability
1,G53 Network Working Paper Series,4NNlDD11_tAJ,V Frisancho - 2021 - g53network.org,https://www.g53network.org/wp-content/uploads/2021/12/G53-Network-WP-2021-1-Final.pdf,V Frisancho,2021,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",37,social desirability
2,Mindset and delay of gratification: An investigation of maternal and child variables,DKnP81ZYl80J,KL Wilbur - 2016 - search.proquest.com,https://search.proquest.com/openview/dd03224bfd77045b360ac40cf03187ee/1?pq-origsite=gscholar&cbl=18750,KL Wilbur,2016,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",37,social desirability
3,The economics of television consumption,IF_FCuEnpz0J,C Benesch - 2009 - zora.uzh.ch,https://www.zora.uzh.ch/id/eprint/47500/,C Benesch,2009,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",37,social desirability
4,Social Learning Theory and Digital Piracy: Explaining Uploading Behaviors of Digital Pirates,qNd2JRnM-QEJ,CJ Lowenstein - 2020 - scholarscompass.vcu.edu,https://scholarscompass.vcu.edu/etd/6486/,CJ Lowenstein,2020,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",37,social desirability
5,"Relationships among pain threshold, self-regulation, executive functioning, and autonomic activity: A general inhibitory system perspective",S3lgo6EXkVoJ,IA Boggero - 2013 - uknowledge.uky.edu,https://uknowledge.uky.edu/psychology_etds/27/,IA Boggero,2013,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",37,social desirability
6,The Effects of Status Motives on Consumer Behavior,5A2uUMhf0EcJ,AC Jones - 2021 - search.proquest.com,https://search.proquest.com/openview/bd2764846f055dae7151ccb8ba3e3aef/1?pq-origsite=gscholar&cbl=18750&diss=y,AC Jones,2021,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",37,social desirability
7,Validation of Honesty Test using Situational Judgment Test Format,Y0KCyQrrGZ0J,"EA Kwon, JG Lee - Korean Journal of Industrial and …, 2020 - journal.ksiop.or.kr",https://journal.ksiop.or.kr/index.php/KJIOP/article/view/399,"EA Kwon, JG Lee",2020,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",37,social desirability
8,An empirical test of the dimensionality of self-control,cM7mpG5bexwJ,CA Tunze - 2012 - search.proquest.com,https://search.proquest.com/openview/b3bb3305acc3f41e4f3da991a1957340/1?pq-origsite=gscholar&cbl=18750,CA Tunze,2012,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",37,social desirability
9,"Influence of self-control, risk-taking, manipulation and integrity on organisational citizenship behaviour",Q5kNVZgcdcoJ,R Barrett - 2018 - scholar.sun.ac.za,http://scholar.sun.ac.za/handle/10019.1/105031,R Barrett,2018,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",37,social desirability
10,Attachment to God and Self-Control: The Moderating Effect of Religiousness,QZx_mL9poKQJ,MT Mondloch - 2017 - search.proquest.com,https://search.proquest.com/openview/d867cec27eec2b4563e660262e88f405/1?pq-origsite=gscholar&cbl=18750,MT Mondloch,2017,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",37,social desirability
11,Why we eat what we eat: Psychological influences on eating behavior,WrVgMm0TM4cJ,G Sproesser - 2012 - kops.uni-konstanz.de,http://kops.uni-konstanz.de/handle/123456789/18616,G Sproesser,2012,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",37,social desirability
12,"Hubungan Antara Kontrol Diri, Efikasi Diri, Dan Konformitas Teman Sebaya Dengan Prokrastinasi Akademik Pada Siswa SMA",5lJVeLL0JKQJ,"T Ayu Astrini, WD Pratisti - 2018 - eprints.ums.ac.id",http://eprints.ums.ac.id/id/eprint/67059,"T Ayu Astrini, WD Pratisti",2018,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",37,social desirability
13,Willpower and Moral Potency in Future US Military Officers,2M0S-H1MLZAJ,JL Schiller II - 2016 - search.proquest.com,https://search.proquest.com/openview/0c849d99fc22dcc354cfd3a3345a52d8/1?pq-origsite=gscholar&cbl=18750,JL Schiller II,2016,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",37,social desirability
14,Evaluating the Effects of Self-Control Depletion on Task Persistence: A Focus on the Moderating Effects of Performance Monitoring,TpWDJhsMSA8J,H Houseman - 2021 - digitalcommons.georgiasouthern …,https://digitalcommons.georgiasouthern.edu/cgi/viewcontent.cgi?article=3473&context=etd,H Houseman,2021,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",37,social desirability
15,"I'm bored, what else is out there?: testing how relational boredom leads to willingness to commit infidelity",gTKbsFfoRtkJ,N Gillen - 2013 - curve.carleton.ca,https://curve.carleton.ca/system/files/etd/114930f2-2155-43eb-83c6-7754a0e3a469/etd_pdf/de4241fe83394ebd5590c90373ecf5b1/gillen-imboredwhatelseisouttheretestinghowrelational.pdf,N Gillen,2013,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",37,social desirability
16,Predictors of Self-Control During Emerging Adulthood: The Roles of Implicit Beliefs and Early Risk,czGVrjK7l20J,KL DeLong - 2020 - search.proquest.com,https://search.proquest.com/openview/265f5312a68c0d485f973ae20018bafd/1?pq-origsite=gscholar&cbl=18750&diss=y,KL DeLong,2020,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",37,social desirability
17,"Universidade de Brasília–UnB Instituto de Psicologia–IP Programa de Pós-Graduação em Psicologia Social, do Trabalho e das Organizações–PSTO",nFND2hfUQ1AJ,L Victorino - researchgate.net,https://www.researchgate.net/profile/Luiz-Victorino/publication/331368417_Poster_-_Structured_and_Unstructured_Self-Regulation/links/5e7776ada6fdcccd6216f84a/Poster-Structured-and-Unstructured-Self-Regulation.pdf,L Victorino,,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",37,social desirability
18,"Emotional, cognitive and behavioral self-regulation in forensic psychiatric patients: changes over time and associations with childhood trauma, identity and personality …",-ejkx30J-0gJ,"E Billen, C Garofalo, I Schwabe… - Psychology, Crime & …, 2022 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/1068316X.2022.2044813,"E Billen, C Garofalo, I Schwabe…",2022,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",37,social desirability
19,"Grit, Endurance, and Determination: Challenges of GED Credential Holders in College, and Factors That Lead to Persistence",YE3gvmuf6JEJ,LMH Fitch - 2015 - search.proquest.com,https://search.proquest.com/openview/7c3b3b53c44300a4be6bdd1e64e7c007/1?pq-origsite=gscholar&cbl=18750,LMH Fitch,2015,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",37,social desirability
0,Self-Regulation in Life-Transitions: Using Mental Contrasting to Cope with Upcoming Endings,-cvD41kfp3sJ,B Schwörer - 2016 - ediss2.sub.uni-hamburg.de,https://ediss2.sub.uni-hamburg.de/handle/ediss/7043,B Schwörer,,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",38,social desirability
1,Questões conceptuais e de operacionalização do autocontrolo,VOFjsTQ3XYcJ,NA da Fonseca Teixeira - 2017 - repositorio-aberto.up.pt,https://repositorio-aberto.up.pt/bitstream/10216/107591/2/215907.pdf,NA da Fonseca Teixeira,2017,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",38,social desirability
2,Structured and Unstructured Regulation Priming Induction and Effects on Task Performance,zr06ZFVfvHYJ,"L Victorino, R Pilati - 2019 - osf.io",https://osf.io/preprints/v5yf4/,"L Victorino, R Pilati",2019,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",38,social desirability
3,Interpersonal Perceptions of Mental Fatigue Vary with Willpower Theories,O3dQma8Bxx8J,Z Francis - 2020 - search.proquest.com,https://search.proquest.com/openview/4497dbb5f7b36c8c6a19609b8fa06aff/1?pq-origsite=gscholar&cbl=18750&diss=y,Z Francis,2020,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",38,social desirability
4,The (B) ODD-Model of Sexual Infidelity–A Model Test with Longitudinal Data.,3XEG2vicN0YJ,"J Hergert - Kultur-und Sozialwissen-schaften, 2016 - ub-deposit.fernuni-hagen.de",https://ub-deposit.fernuni-hagen.de/servlets/MCRFileNodeServlet/mir_derivate_00000842/Diss_Hergert_Personality_2016.pdf#page=164,J Hergert,2016,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",38,social desirability
5,"Pushing, Coasting, Disengaging: A motivational framework of social comparison.",6Cb8SSFC3P4J,KH Diel - 2021 - kups.ub.uni-koeln.de,https://kups.ub.uni-koeln.de/54359/,KH Diel,2021,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",38,social desirability
6,The determinants of population self-control,qK7RoCh9FPkJ,"DA Cobb-Clark, SC Dahmann, DA Kamhöfer… - 2022 - econstor.eu",https://www.econstor.eu/handle/10419/251429,DA Cobb,2022,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",38,social desirability
7,Ego Depletion-Induced Aberrant Driving in the Post-Work Commute,VeSThzbacVcJ,TE Mitropoulos - 2020 - vtechworks.lib.vt.edu,https://vtechworks.lib.vt.edu/handle/10919/101891,TE Mitropoulos,2020,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",38,social desirability
8,Intelligence is not enough: Non-IQ predictors of achievement,eH8PGWNjmH8J,AL Duckworth - 2006 - search.proquest.com,https://search.proquest.com/openview/1dcb332e7c786daf68ea8c72676c3706/1?pq-origsite=gscholar&cbl=18750&diss=y,AL Duckworth,2006,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",38,social desirability
9,Effects of achievement goals on self-control,pyHUKqzgHzAJ,"M Lee, M Bong, S Kim - Contemporary Educational Psychology, 2021 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0361476X2100059X,"M Lee, M Bong, S Kim",2021,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",38,social desirability
