position,title,result_id,publication_info,link,Authors,Year,google_scholar_url,page_number,keyword
10,How to tie a construct to indicators: Guidelines for valid measurement,hStL6sqHk-wJ,SP Zwanenburg - 2015 - core.ac.uk,https://core.ac.uk/download/pdf/301367531.pdf,SP Zwanenburg,2015,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",9,social desirability
11,Role of prevolitional processes in aggressive behavior: The indirect influence of goal,2PbL_Ba_yhcJ,"J Richetin, DS Richardson, DM Boykin - Aggressive behavior, 2011 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1002/ab.20364,"J Richetin, DS Richardson, DM Boykin",2011,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",9,social desirability
12,Assessing self-control: The use and usefulness of the Experience Sampling Method,G8t05CDn_1AJ,"S Dohle, W Hofmann - … international handbook of self-control in …, 2017 - taylorfrancis.com",https://www.taylorfrancis.com/chapters/edit/10.4324/9781315648576-9/assessing-self-control-simone-dohle-wilhelm-hofmann,"S Dohle, W Hofmann",2017,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",9,social desirability
13,Resisting everything except temptation: Evidence and an explanation for domain‐specific impulsivity,n0swoHGKXgsJ,"E Tsukayama, AL Duckworth… - European Journal of …, 2012 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1002/per.841,"E Tsukayama, AL Duckworth…",2012,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",9,social desirability
14,Inhibition tasks are not associated with self-regulation outcomes in healthy college students,LnNcUlNu_AUJ,"CD Von Gunten, BD Bartholow, JS Martins - 2019 - psyarxiv.com",https://psyarxiv.com/uwbdg/,"CD Von Gunten, BD Bartholow, JS Martins",2019,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",9,social desirability
15,Working from home during the COVID‐19 crisis: How self‐control strategies elucidate employees' job performance,i5KqHVWjQvoJ,"ES Troll, L Venz, F Weitzenegger… - Applied …, 2021 - Wiley Online Library",https://iaap-journals.onlinelibrary.wiley.com/doi/abs/10.1111/apps.12352,"ES Troll, L Venz, F Weitzenegger…",2021,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",9,social desirability
16,Exploring the Relationship between Self-Control and Healthy Eating: Do Self-Description as a Healthy Eater and Attached Importance to Healthy Eating Matter?,VZkr_cpWZqQJ,"J Paluckaitė - Socialiniai tyrimai, 2022 - zurnalai.vu.lt",https://www.zurnalai.vu.lt/social-research/article/view/25351,J Paluckaitė,2022,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",9,social desirability
17,Explaining the link between personality and relationship satisfaction: Emotion regulation and interpersonal behaviour in conflict discussions,OD4vc6wOGtUJ,"A Vater, M Schröder–Abé - European Journal of Personality, 2015 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1002/per.1993,"A Vater, M Schröder–Abé",2015,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",9,social desirability
18,Individual differences in using epistemic and teleologic strategies for deliberate self-persuasion,RtW3Es1EMTEJ,"HL Resch - UMI thesis., 2010 - repository.tcu.edu",https://repository.tcu.edu/bitstream/handle/116099117/4268/Resch.pdf?sequence=1,HL Resch,2010,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",9,social desirability
19,Social anxiety in relation to self-control depletion following social interactions,JmURqpcIK3YJ,"GNC BlaCkhart, J Williamson… - Journal of social and …, 2015 - Guilford Press",https://guilfordjournals.com/doi/abs/10.1521/jscp.2015.34.9.747,"GNC BlaCkhart, J Williamson…",2015,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",9,social desirability
0,Low self-control and the victim–offender overlap: A gendered analysis,B7qyt7v5e3YJ,"JL Flexon, RC Meldrum… - Journal of interpersonal …, 2016 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1177/0886260515572471,"JL Flexon, RC Meldrum…",2016,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",10,social desirability
1,Poverty and psychology,p1FBDu5SL3EJ,"O Poluektova, M Efremova… - Higher School of …, 2015 - papers.ssrn.com",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2699103,"O Poluektova, M Efremova…",2015,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",10,social desirability
2,The Role of Self-control and Self-adjustment on Academic Achievement among Junior High School Students,R__FErx3wA4J,"HE Wijaya, AA Judistira - researchgate.net",https://www.researchgate.net/profile/Hariz-Wijaya/publication/319467837_The_Role_of_Social_Emotional_Health_on_Academic_Achievement_of_College_Students/links/59f1a2bf0f7e9beabfca602c/The-Role-of-Social-Emotional-Health-on-Academic-Achievement-of-College-Students.pdf,"HE Wijaya, AA Judistira",,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",10,social desirability
3,Unable to resist temptation: How self-control depletion promotes unethical behavior,En-SRD3lW90J,"F Gino, ME Schweitzer, NL Mead, D Ariely - Organizational behavior and …, 2011 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0749597811000422,"F Gino, ME Schweitzer, NL Mead, D Ariely",2011,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",10,social desirability
4,Consistent behavior development: is a personal-rule or a deliberation-based strategy more effective?,I_sbKqCXmAEJ,"LA Phillips, GB Chapman - The Journal of general psychology, 2011 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/00221309.2011.592872,"LA Phillips, GB Chapman",2011,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",10,social desirability
5,Gritty Students Succeed in the Teacher Recruitment Examination: A Longitudinal Survey in a Japanese Teacher Training University,qvIO-qJ3oV4J,"R Sakurai, T Watanabe - International Journal of Institutional Research and …, 2021 - iaiai.org",https://iaiai.org/journals/index.php/IJIRM/article/view/593,"R Sakurai, T Watanabe",2021,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",10,social desirability
6,Changes in dispositional empathy in American college students over time: A meta-analysis,gM7p2TeapVMJ,"SH Konrath, EH O'Brien… - Personality and Social …, 2011 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1177/1088868310377395,"SH Konrath, EH O'Brien…",2011,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",10,social desirability
7,"Comparing the contribution of conscientiousness, self-control, and grit to key criteria of sport expertise development",_PzF__sl0RcJ,"RAB Tedesqui, BW Young - Psychology of Sport and Exercise, 2018 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1469029217303801,"RAB Tedesqui, BW Young",2018,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",10,social desirability
8,Effortless self‐control: A novel perspective on response conflict strategies in trait self‐control,Hoh3sNzdA0QJ,"M Gillebaart, DTD de Ridder - Social and Personality …, 2015 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1111/spc3.12160,"M Gillebaart, DTD de Ridder",2015,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",10,social desirability
9,Reexamining the linear and U‐shaped relationships between self‐control and emotional and behavioural problems,pZDf1JxEgBkJ,"QM Situ, JB Li, K Dou - Asian Journal of Social Psychology, 2016 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1111/ajsp.12118,"QM Situ, JB Li, K Dou",2016,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",10,social desirability
10,Are test and academic disengagement related? Implications for measurement and practice,BXDEjJFsTaUJ,"J Soland, N Jensen, TD Keys, SZ Bi… - Educational …, 2019 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/10627197.2019.1575723,"J Soland, N Jensen, TD Keys, SZ Bi…",2019,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",10,social desirability
11,"Delay of gratification in old age: assessment, age-related effects, and clinical implications",kE40FjoLf7cJ,"R Drobetz, A Maercker, S Forstmeier - Aging clinical and experimental …, 2012 - Springer",https://link.springer.com/article/10.3275/8178,"R Drobetz, A Maercker, S Forstmeier",2012,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",10,social desirability
12,The influence of disinhibition and self-control on alcohol use in young adults,2W2flM4ndpMJ,R Dwan - 2016 - search.proquest.com,https://search.proquest.com/openview/8587d6ac85a85c69d321f04df3d5f4bd/1?pq-origsite=gscholar&cbl=18750,R Dwan,2016,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",10,social desirability
13,Stop and start control at work: Differential validity of two types of self‐control for work behavior and emotion regulation,oFzHwaZkNnAJ,"EAJ van Hooft, LM Kreemers - International Journal of Selection …, 2021 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1111/ijsa.12359,"EAJ van Hooft, LM Kreemers",2021,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",10,social desirability
14,How mouse-tracking can advance social cognitive theory,DlbPjaD3j6YJ,"PE Stillman, X Shen, MJ Ferguson - Trends in cognitive sciences, 2018 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1364661318300731,"PE Stillman, X Shen, MJ Ferguson",2018,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",10,social desirability
15,"Beliefs about stress attenuate the relation among adverse life events, perceived distress, and self‐control",F7CviFt2ZQIJ,"D Park, A Yu, SE Metz, E Tsukayama… - Child …, 2018 - Wiley Online Library",https://srcd.onlinelibrary.wiley.com/doi/abs/10.1111/cdev.12946,"D Park, A Yu, SE Metz, E Tsukayama…",2018,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",10,social desirability
16,The effectiveness of Dutch Cell Dogs in correctional facilities in the Netherlands: a study protocol of a quasi-experimental trial,oYd2antX28kJ,"G Schenk, HM Duindam… - BMC …, 2018 - bmcpsychiatry.biomedcentral.com",https://bmcpsychiatry.biomedcentral.com/articles/10.1186/s12888-018-1797-5,"G Schenk, HM Duindam…",2018,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",10,social desirability
17,Asymmetry in self-other agreement on attachment style among romantic partners,KCxdh9itaRsJ,"L Uziel - Journal of Research in Personality, 2012 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0092656611001620,L Uziel,2012,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",10,social desirability
18,Does self-regulation capacity predict psychological well-being in physicians?,oZ8WhR_pbSIJ,"CR Simon, N Durand-Bush - Psychology, Health & Medicine, 2015 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/13548506.2014.936887,"CR Simon, N Durand",2015,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",10,social desirability
19,The (in) significance of executive functions for the trait of self-control: A psychometric study,bnUBQLTYJKkJ,"E Nęcka, A Gruszka, J Orzechowski, M Nowak… - Frontiers in …, 2018 - frontiersin.org",https://www.frontiersin.org/articles/10.3389/fpsyg.2018.01139/full,"E Nęcka, A Gruszka, J Orzechowski, M Nowak…",2018,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",10,social desirability
0,Effects of an ultra-brief computer-based mindfulness training on mindfulness and self-control: A randomised controlled trial using a 40-day ecological momentary …,75Zko9btYMcJ,"Z Rowland, M Wenzel, T Kubiak - Mindfulness, 2019 - Springer",https://link.springer.com/article/10.1007/s12671-019-01204-9,"Z Rowland, M Wenzel, T Kubiak",2019,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",11,social desirability
1,Self‐regulation and power: How self‐regulatory failures can enhance social power,2Jbo7JINf_EJ,"JC McIntyre, W von Hippel… - Social and Personality …, 2016 - Wiley Online Library",https://compass.onlinelibrary.wiley.com/doi/abs/10.1111/spc3.12228,"JC McIntyre, W von Hippel…",2016,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",11,social desirability
2,Person-by-situation perspectives on close relationships.,MHCYHENj-A8J,"JA Simpson, HA Winterheld - 2012 - psycnet.apa.org",https://psycnet.apa.org/record/2012-06605-020,"JA Simpson, HA Winterheld",2012,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",11,social desirability
3,"Psychological correlates of teen sexting in three countries–direct and indirect associations between self-control, self-esteem, and sexting",ivkA1lQr6lsJ,"S Wachs, MF Wright, KD Wolf - International Journal of …, 2017 - content.iospress.com",https://content.iospress.com/articles/international-journal-of-developmental-science/dev160212,"S Wachs, MF Wright, KD Wolf",2017,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",11,social desirability
4,"When and why do implicit measures predict behaviour? Empirical evidence for the moderating role of opportunity, motivation, and process reliance",v9P3XFX24PoJ,"M Friese, W Hofmann, M Schmitt - European review of social …, 2008 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/10463280802556958,"M Friese, W Hofmann, M Schmitt",2008,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",11,social desirability
5,"Evaluating the violence prevention program: group and individual changes in aggression, anger, self-control, and empathy",vbvw9K6p7UsJ,"YQ Zhou, DZQ Gan, ECC Hoo, D Chong… - The Journal of Forensic …, 2018 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/14789949.2017.1375541,"YQ Zhou, DZQ Gan, ECC Hoo, D Chong…",2018,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",11,social desirability
6,Randomizing religion: the impact of Protestant evangelism on economic outcomes,akJq0NfpR0AJ,"G Bryan, JJ Choi, D Karlan - The Quarterly Journal of Economics, 2021 - academic.oup.com",https://academic.oup.com/qje/article-abstract/136/1/293/5860785,"G Bryan, JJ Choi, D Karlan",2021,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",11,social desirability
7,Why students do not engage in contract cheating,u2pSFtWw-EkJ,"K Rundle, GJ Curtis, J Clare - Frontiers in psychology, 2019 - frontiersin.org",https://www.frontiersin.org/articles/10.3389/fpsyg.2019.02229/full,"K Rundle, GJ Curtis, J Clare",2019,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",11,social desirability
8,High performance yet ethically risky? A self‐regulation perspective on the double‐edged sword effects of the performance‐oriented human resource system,UOEhPsAbnGYJ,"G Zhang, H Wang, R Ma, M Li - Business Ethics, the …, 2021 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1111/beer.12397,"G Zhang, H Wang, R Ma, M Li",2021,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",11,social desirability
9,Cross-cultural variations in Big Five relationships with religiosity: A sociocultural motives perspective.,I4j8CjsjMy0J,"JE Gebauer, W Bleidorn, SD Gosling… - Journal of Personality …, 2014 - psycnet.apa.org",https://psycnet.apa.org/journals/psp/107/6/1064.html?uid=2014-35855-001,"JE Gebauer, W Bleidorn, SD Gosling…",2014,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",11,social desirability
10,The erosive effects of racism: reduced self-control mediates the relation between perceived racial discrimination and substance use in African American adolescents.,SCJOBRXc-d8J,"FX Gibbons, RE O'Hara, ML Stock… - Journal of personality …, 2012 - psycnet.apa.org",https://psycnet.apa.org/record/2012-05828-001,"FX Gibbons, RE O'Hara, ML Stock…",2012,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",11,social desirability
11,What does the narcissistic personality inventory really measure?,qg5FY2JGPDoJ,"RA Ackerman, EA Witt, MB Donnellan… - …, 2011 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1177/1073191110382845,"RA Ackerman, EA Witt, MB Donnellan…",2011,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",11,social desirability
12,Grit and self-control as predictors of first-year student success,KY68v_TgGGcJ,SB Stewart - 2015 - search.proquest.com,https://search.proquest.com/openview/152bc572d6317501e55d1e097230a4e1/1?pq-origsite=gscholar&cbl=18750,SB Stewart,2015,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",11,social desirability
13,Assessing decision making in young adult romantic relationships.,2fViyN3gaHkJ,"A Vennum, FD Fincham - Psychological assessment, 2011 - psycnet.apa.org",https://psycnet.apa.org/record/2011-08232-001,"A Vennum, FD Fincham",2011,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",11,social desirability
14,Role of self-control strength in the relation between anxiety and cognitive performance.,KxmzP7NBrZsJ,"A Bertrams, C Englert, O Dickhäuser, RF Baumeister - Emotion, 2013 - psycnet.apa.org",https://psycnet.apa.org/doiLanding?doi=10.1037/a0031921,"A Bertrams, C Englert, O Dickhäuser, RF Baumeister",2013,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",11,social desirability
15,Identifying students who are off-track academically in 9th Grade: The role of social-emotional learning trajectories,U9E-JKIyAR8J,"J Soland, M Kuhfeld - grimfetch.com",https://www.grimfetch.com/content/uploads/2020/10/workingpaper-identifying-students-who-are-off-track-academically.pdf,"J Soland, M Kuhfeld",,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",11,social desirability
16,Self-enhancement: Food for thought,C4w9iAE4YhIJ,"C Sedikides, AP Gregg - Perspectives on Psychological …, 2008 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1111/j.1745-6916.2008.00068.x,"C Sedikides, AP Gregg",2008,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",11,social desirability
17,Returns to effort: experimental evidence from an online language platform,EbmDJNygN-QJ,"F Ersoy - Experimental Economics, 2021 - Springer",https://link.springer.com/article/10.1007/s10683-020-09689-1,F Ersoy,2021,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",11,social desirability
18,Toward controlling of a pandemic: How self-control ability influences willingness to take the COVID-19 vaccine,xTxtZLF0-UIJ,"Y Cao, H Li - Personality and Individual Differences, 2022 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0191886921008266,"Y Cao, H Li",2022,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",11,social desirability
19,Friends know you: Peer nomination of self‐control predict changes in academic achievement and friendship among adolescents,zwUUZOBJNx8J,"D Park, E Tsukayama, BM Galla - Journal of Adolescence, 2022 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1002/jad.12041,"D Park, E Tsukayama, BM Galla",2022,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",11,social desirability
0,Resource depletion perspective on the link between abusive supervision and safety behaviors,s2RJPzLntjcJ,"X Yuan, Y Xu, Y Li - Journal of Business Ethics, 2020 - Springer",https://link.springer.com/article/10.1007/s10551-018-3983-2,"X Yuan, Y Xu, Y Li",2020,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",12,social desirability
1,Procrastination out of habit? The role of impulsive versus reflective media selection in procrastinatory media use,CkAOGVzLQQIJ,"A Schnauber-Stockmann, A Meier, L Reinecke - Media Psychology, 2018 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/15213269.2018.1476156,A Schnauber,2018,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",12,social desirability
2,Is generosity sincere or strategic? Altruism versus status-seeking in prosocial behavior,YYq9vuYUbVsJ,"R Willer, M Feinberg, FJ Flynn… - Unpublished …, 2011 - researchgate.net",https://www.researchgate.net/profile/Matthew-Feinberg-2/publication/268407221_Is_generosity_sincere_or_strategic_Altruism_versus_status-seeking_in_prosocial_behavior/links/54ff62230cf2672e224636f9/Is-generosity-sincere-or-strategic-Altruism-versus-status-seeking-in-prosocial-behavior.pdf,"R Willer, M Feinberg, FJ Flynn…",2011,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",12,social desirability
3,Psychological and behavioural factors of unintentional doping: A preliminary systematic review,iUi8r0ggir0J,"DKC Chan, TCW Tang, DF Gucciardi… - … Journal of Sport and …, 2020 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/1612197X.2018.1450095,"DKC Chan, TCW Tang, DF Gucciardi…",2020,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",12,social desirability
4,Validation of an implicit measure of antagonistic narcissism,GVIV8Sm4CxsJ,"PE Heinze, R Fatfouta, M Schröder-Abé - Journal of Research in …, 2020 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0092656620300817,"PE Heinze, R Fatfouta, M Schröder",2020,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",12,social desirability
5,"Debt out of control: The links between self-control, compulsive buying, and real debts",gh7PN3XAxNsJ,"A Achtziger, M Hubert, P Kenning, G Raab… - Journal of Economic …, 2015 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0167487015000471,"A Achtziger, M Hubert, P Kenning, G Raab…",2015,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",12,social desirability
6,Accepted by Motivation and Emotion,XbExijWl6vQJ,"S Forstmeier, R Drobetz, A Maercker - zora.uzh.ch",https://www.zora.uzh.ch/54849/1/DoG-A_2011-01-21.pdf,"S Forstmeier, R Drobetz, A Maercker",,"https://scholar.google.com/scholar?q=%22social+desirability%22&cites=6099775482241657013&hl=en&start=860&num=21&as_ylo=2004&as_yhi=2022&as_sdt=5,31&as_vis=1&scipsc=1",12,social desirability
